transaction_id,amount,currency,merchant_id,merchant_type,customer_location,payment_method,transaction_time,device_type,network_type,fraud_risk_score,transaction_type,customer_id,processor_pathway
TXN_fb1a0d2c,21670.037819115798,NGN,MERCH_5228f094,Hospitality,Port Harcourt,Card,2025-07-05 22:10:24.041085,Web,Wi-Fi,0.9294839517476801,Refund,CUST_711118bf,Mobile_Money_OPay
TXN_ad5de6e4,63786.25952376284,NGN,MERCH_dbc2d877,E-commerce,Rural,USSD,2025-06-22 22:10:24.041088,Web,3G,0.26117552405425526,Transfer,CUST_605295e5,Bank_Transfer_Zenith
TXN_ab13bff5,3083.0524740394267,NGN,MERCH_8eb9c9e9,Retail,Ibadan,Card,2025-07-06 22:10:24.041091,Web,3G,0.7478776183018846,Transfer,CUST_c6d4a7ef,Card_Verve
TXN_9eab792a,96612.1159953819,NGN,MERCH_1f5edca7,Hospitality,Kano,Mobile_Money,2025-07-07 22:10:24.041094,Mobile,Wi-Fi,0.8021971761952968,Refund,CUST_6c064ceb,USSD_Airtel
TXN_6413f9e1,21530.122081455025,NGN,MERCH_0de13f94,E-commerce,Ibadan,Mobile_Money,2025-07-10 22:10:24.041097,Mobile,3G,0.23992634417426262,Refund,CUST_b549fd8e,Mobile_Money_Paga
TXN_0a5b92de,94333.41894301912,NGN,MERCH_6eead268,Retail,Kano,Card,2025-07-07 22:10:24.041100,POS,3G,0.39700789540595993,Transfer,CUST_09b03fe3,Card_Visa
TXN_3c3c7e85,26447.78643915598,NGN,MERCH_0b0aa15c,Retail,Ibadan,Bank_Transfer,2025-07-04 22:10:24.041103,POS,3G,0.8624986748384652,Purchase,CUST_f1255ac9,Card_Visa
TXN_a18b406b,68138.44238272478,NGN,MERCH_710efcdc,E-commerce,Ibadan,Mobile_Money,2025-07-11 22:10:24.041106,Web,4G,0.20162303709674378,Refund,CUST_924cbe9e,Mobile_Money_Paga
TXN_b25a2fd4,53701.902727361055,NGN,MERCH_4a37faeb,Retail,Port Harcourt,Mobile_Money,2025-07-10 22:10:24.041109,Mobile,4G,0.17684616316167112,Refund,CUST_9f85c453,Card_Verve
TXN_dce60218,93206.32114746947,NGN,MERCH_234317ab,Hospitality,Ibadan,USSD,2025-07-13 22:10:24.041111,POS,4G,0.9579550044804229,Purchase,CUST_6eaf6270,Bank_Transfer_Zenith
TXN_d933a3f4,19833.64286605592,NGN,MERCH_da6c9f63,Hospitality,Port Harcourt,USSD,2025-07-08 22:10:24.041114,Mobile,4G,0.06024159598813683,Purchase,CUST_8e0cf3a3,Card_Visa
TXN_b63fb327,61993.969361017684,NGN,MERCH_fc640181,E-commerce,Ibadan,Card,2025-07-07 22:10:24.041117,POS,4G,0.8078275781752103,Purchase,CUST_6c6562f3,Card_Mastercard
TXN_b262db41,67520.34052195141,NGN,MERCH_58f3c4fb,Retail,Rural,Mobile_Money,2025-07-19 22:10:24.041120,Mobile,3G,0.3022393809293801,Transfer,CUST_cab3b6c5,Bank_Transfer_FirstBank
TXN_66ada9d7,82267.76832472172,NGN,MERCH_fe40eb41,Hospitality,Rural,Card,2025-06-26 22:10:24.041123,POS,Wi-Fi,0.4832877109049626,Refund,CUST_e3f1f989,USSD_Airtel
TXN_0156b06b,34416.018568860934,NGN,MERCH_38284251,Retail,Rural,Bank_Transfer,2025-07-16 22:10:24.041127,POS,Wi-Fi,0.015642966316264162,Refund,CUST_91f44f7b,Card_Mastercard
TXN_a15257a6,44818.58945640272,NGN,MERCH_14603579,Service,Lagos,Bank_Transfer,2025-07-17 22:10:24.041131,Web,Wi-Fi,0.5719805679144379,Refund,CUST_351f4eb0,Card_Verve
TXN_e64b9154,72539.57724659814,NGN,MERCH_7a82c155,E-commerce,Ibadan,Mobile_Money,2025-06-23 22:10:24.041136,Web,Wi-Fi,0.8250212952965187,Refund,CUST_609b6428,USSD_Airtel
TXN_2b19bcea,44585.871025218396,NGN,MERCH_08fe0c45,Service,Ibadan,Mobile_Money,2025-06-25 22:10:24.041139,POS,4G,0.2905830397169862,Purchase,CUST_05864cbe,Card_Visa
TXN_d45bf10d,71521.74826814025,NGN,MERCH_af43be92,Hospitality,Rural,USSD,2025-07-12 22:10:24.041142,POS,4G,0.31098215771122606,Transfer,CUST_def2cd47,Card_Verve
TXN_d35e6143,39991.42060453679,NGN,MERCH_fee081ee,Hospitality,Lagos,Card,2025-06-22 22:10:24.041144,Mobile,3G,0.8888652334906995,Refund,CUST_7b2495c2,Bank_Transfer_Zenith
TXN_e776cedd,17159.922863036347,NGN,MERCH_9282ff64,Hospitality,Kano,Bank_Transfer,2025-07-03 22:10:24.041147,Web,Wi-Fi,0.5317994045900649,Purchase,CUST_a50b3257,Bank_Transfer_FirstBank
TXN_51c02ead,33435.17397956153,NGN,MERCH_c8037e50,E-commerce,Ibadan,Bank_Transfer,2025-07-15 22:10:24.041150,Web,Wi-Fi,0.5785557641181769,Transfer,CUST_4877abf4,Bank_Transfer_GTBank
TXN_4d450580,55324.840455305435,NGN,MERCH_f4df0da1,Hospitality,Kano,USSD,2025-07-05 22:10:24.041154,Mobile,Wi-Fi,0.8523184652167457,Transfer,CUST_c04bd9e4,USSD_Airtel
TXN_6b1f7899,76969.4650601866,NGN,MERCH_ebc4b7ce,Retail,Port Harcourt,Mobile_Money,2025-06-23 22:10:24.041157,Mobile,4G,0.14171580052754995,Refund,CUST_49eed9f8,Card_Verve
TXN_b0546342,51338.06065157715,NGN,MERCH_a7295275,Hospitality,Ibadan,Card,2025-06-30 22:10:24.041160,Mobile,Wi-Fi,0.6230149714344679,Transfer,CUST_a63df8b6,USSD_Airtel
TXN_599e4f83,85416.87777371694,NGN,MERCH_dac4bbcf,Retail,Kano,Mobile_Money,2025-07-15 22:10:24.041163,Web,4G,0.3624521818804465,Transfer,CUST_736a191c,USSD_MTN
TXN_872168e8,89641.62236473872,NGN,MERCH_54e75a89,E-commerce,Lagos,Mobile_Money,2025-07-10 22:10:24.041166,Web,4G,0.2210993445634275,Purchase,CUST_a21af221,Card_Mastercard
TXN_a2fea937,4011.1622139643982,NGN,MERCH_99e31621,Service,Kano,Bank_Transfer,2025-07-12 22:10:24.041169,Web,4G,0.9621896229398985,Transfer,CUST_e2886809,USSD_Airtel
TXN_b6475819,11218.172309214548,NGN,MERCH_8aa06cde,Service,Ibadan,Card,2025-06-23 22:10:24.041171,Web,Wi-Fi,0.7471447350312048,Transfer,CUST_92716d51,Bank_Transfer_FirstBank
TXN_12f3cfca,7624.535113148608,NGN,MERCH_081e58ef,Hospitality,Ibadan,Mobile_Money,2025-06-24 22:10:24.041185,POS,3G,0.800358612952734,Transfer,CUST_cd0d4d7c,USSD_MTN
TXN_b2fd2376,11598.541524475035,NGN,MERCH_9094dfbb,Hospitality,Port Harcourt,Bank_Transfer,2025-07-16 22:10:24.041188,Mobile,4G,0.7252238908731764,Purchase,CUST_9e3cd460,Bank_Transfer_GTBank
TXN_3f5f2d4b,21542.20569282709,NGN,MERCH_c4a7230d,E-commerce,Rural,Mobile_Money,2025-07-05 22:10:24.041191,Mobile,4G,0.7105385529681026,Transfer,CUST_2a2da041,Card_Visa
TXN_7ebf07b3,63789.259769633165,NGN,MERCH_db02b305,Hospitality,Port Harcourt,Bank_Transfer,2025-07-21 22:10:24.041194,Web,4G,0.8714808960181061,Refund,CUST_f6396eb3,Mobile_Money_Paga
TXN_60c13fc8,36767.164345427904,NGN,MERCH_bc837973,Service,Kano,Card,2025-07-10 22:10:24.041196,Web,Wi-Fi,0.03968695479738504,Purchase,CUST_dca2abab,USSD_MTN
TXN_018f1314,9971.231438422157,NGN,MERCH_756e4f7d,Retail,Lagos,Bank_Transfer,2025-06-29 22:10:24.041199,Mobile,4G,0.6894602168688103,Transfer,CUST_d65d7187,Card_Mastercard
TXN_faff0b5c,52267.41293098446,NGN,MERCH_27af400b,Hospitality,Port Harcourt,Card,2025-07-22 22:10:24.041202,Web,Wi-Fi,0.5555171835512516,Refund,CUST_6a5e3391,Card_Verve
TXN_9c08ba2b,55723.95423438328,NGN,MERCH_0b441dfc,Retail,Lagos,Bank_Transfer,2025-07-20 22:10:24.041205,Mobile,4G,0.5616031268519472,Purchase,CUST_7dc0dab5,Mobile_Money_Paga
TXN_47d38008,90410.74502832523,NGN,MERCH_19a4636a,E-commerce,Kano,Bank_Transfer,2025-06-24 22:10:24.041208,Mobile,Wi-Fi,0.9419942609045839,Purchase,CUST_96d42bf5,Card_Mastercard
TXN_c351e39e,26723.628500856878,NGN,MERCH_be6c6ab5,Hospitality,Lagos,Card,2025-07-04 22:10:24.041211,Mobile,Wi-Fi,0.647157941502584,Transfer,CUST_afce65e4,Card_Visa
TXN_c8caa821,92926.54183049256,NGN,MERCH_3ade57d1,Hospitality,Lagos,Card,2025-06-22 22:10:24.041214,Mobile,4G,0.011337818000678013,Purchase,CUST_481d9874,USSD_MTN
TXN_dbf79b2e,33800.518215953205,NGN,MERCH_a0016b9c,E-commerce,Port Harcourt,Bank_Transfer,2025-07-21 22:10:24.041217,POS,3G,0.5436219360418469,Refund,CUST_716084cd,USSD_Airtel
TXN_7abc67cb,51241.996372653586,NGN,MERCH_0c4528d7,Service,Abuja,Mobile_Money,2025-07-07 22:10:24.041220,Web,Wi-Fi,0.9044445720101274,Purchase,CUST_e89c0b9a,USSD_MTN
TXN_9da0e028,88059.91156346968,NGN,MERCH_2cd4f7a2,Hospitality,Kano,Mobile_Money,2025-06-25 22:10:24.041222,Web,Wi-Fi,0.44324588978070467,Purchase,CUST_a6d5cb3c,Bank_Transfer_GTBank
TXN_334c2207,97543.76162789125,NGN,MERCH_c0be3af8,Retail,Rural,Bank_Transfer,2025-07-15 22:10:24.041225,Web,4G,0.6309002196040936,Purchase,CUST_89e65d9e,Card_Visa
TXN_c8341a9e,79616.5498946125,NGN,MERCH_b0808cf5,Retail,Lagos,USSD,2025-07-01 22:10:24.041228,Mobile,4G,0.5199824355875377,Transfer,CUST_8389b66c,Bank_Transfer_Zenith
TXN_962328fc,38900.861589836975,NGN,MERCH_5a2d67ac,Hospitality,Ibadan,Card,2025-06-25 22:10:24.041231,Mobile,Wi-Fi,0.6999559162241855,Refund,CUST_03765533,USSD_Airtel
TXN_9dc45624,39085.644393809336,NGN,MERCH_0fa29c64,Hospitality,Lagos,USSD,2025-07-21 22:10:24.041234,Mobile,3G,0.6583336698096717,Refund,CUST_66c36742,Card_Verve
TXN_a5a4f178,83180.94347054623,NGN,MERCH_a2a23082,E-commerce,Kano,Bank_Transfer,2025-07-01 22:10:24.041237,Web,Wi-Fi,0.06138946019476721,Purchase,CUST_3b97ea3e,USSD_MTN
TXN_30ab4f8c,40286.83478345282,NGN,MERCH_42d36e1b,Service,Abuja,USSD,2025-07-21 22:10:24.041240,POS,4G,0.5734829568575015,Transfer,CUST_0e7cdf7f,Mobile_Money_OPay
TXN_3093dd11,28846.639102054825,NGN,MERCH_d15b8499,Service,Rural,Bank_Transfer,2025-06-24 22:10:24.041243,Mobile,Wi-Fi,0.8416635658152077,Transfer,CUST_89c778bb,Card_Verve
TXN_ef3ada98,79241.18414611406,NGN,MERCH_fedfe7f2,E-commerce,Port Harcourt,USSD,2025-07-09 22:10:24.041246,Mobile,3G,0.46864919195638244,Transfer,CUST_9a904eb1,Bank_Transfer_GTBank
TXN_5d63d4eb,64273.349681612555,NGN,MERCH_2ac05c5b,Service,Kano,Card,2025-07-19 22:10:24.041252,Mobile,4G,0.07577388570458365,Transfer,CUST_96c71911,Mobile_Money_OPay
TXN_105c04b1,57949.78974851393,NGN,MERCH_46bfc771,E-commerce,Rural,Card,2025-07-16 22:10:24.041269,Mobile,4G,0.21408538119910714,Purchase,CUST_b7afe76d,Card_Visa
TXN_c243646d,21627.43041623562,NGN,MERCH_ad3ae855,Retail,Ibadan,USSD,2025-06-24 22:10:24.041272,Web,3G,0.6681662170793984,Refund,CUST_77b10f9e,Mobile_Money_OPay
TXN_8f1aa835,35099.11892904632,NGN,MERCH_5f4af91b,E-commerce,Lagos,Card,2025-07-14 22:10:24.041275,POS,Wi-Fi,0.46558447141197556,Transfer,CUST_0392613e,Mobile_Money_Paga
TXN_d71b7226,79707.03731181084,NGN,MERCH_cf68ee31,Retail,Rural,Card,2025-07-08 22:10:24.041278,Web,4G,0.46804807926031045,Refund,CUST_4878f720,USSD_Airtel
TXN_450ec1a2,60158.593290394645,NGN,MERCH_ee6bb05b,Hospitality,Lagos,Mobile_Money,2025-07-22 22:10:24.041281,Web,4G,0.8397423172350557,Purchase,CUST_d70b093b,USSD_MTN
TXN_6c93bef7,15326.243060442925,NGN,MERCH_52156986,Hospitality,Ibadan,Card,2025-06-24 22:10:24.041284,POS,4G,0.675379182153021,Refund,CUST_84d5cdb0,Card_Mastercard
TXN_595de3d8,15432.668642615483,NGN,MERCH_ecd533a1,E-commerce,Ibadan,USSD,2025-07-09 22:10:24.041286,POS,4G,0.20148973600142295,Purchase,CUST_42e93f0b,Bank_Transfer_Zenith
TXN_c0d49889,58444.680843049224,NGN,MERCH_e9aa332e,Service,Lagos,Bank_Transfer,2025-06-26 22:10:24.041289,Mobile,3G,0.6772456951046693,Refund,CUST_1509ac06,Bank_Transfer_GTBank
TXN_c5b387fd,61743.80677770166,NGN,MERCH_bde73f06,E-commerce,Rural,Card,2025-07-02 22:10:24.041292,Web,3G,0.47039852278349936,Purchase,CUST_2a1820d7,Bank_Transfer_Zenith
TXN_638a1eec,40882.2445778223,NGN,MERCH_0415c9cf,Hospitality,Ibadan,USSD,2025-07-14 22:10:24.041295,POS,Wi-Fi,0.2404455858742892,Refund,CUST_08aabfdc,Mobile_Money_Paga
TXN_aba5d0e5,81606.20444146385,NGN,MERCH_ab146e3b,Hospitality,Rural,Mobile_Money,2025-07-01 22:10:24.041298,Mobile,Wi-Fi,0.39167032946789404,Purchase,CUST_93c57a62,Mobile_Money_OPay
TXN_f93604f1,96093.86211591639,NGN,MERCH_94c39432,E-commerce,Rural,Mobile_Money,2025-07-07 22:10:24.041301,Mobile,3G,0.6082625590527853,Purchase,CUST_ea2f9702,Bank_Transfer_FirstBank
TXN_25e02349,2218.691969985419,NGN,MERCH_4d76f738,Hospitality,Kano,Card,2025-07-20 22:10:24.041304,Mobile,4G,0.1935164543754112,Purchase,CUST_ee808542,Card_Mastercard
TXN_fa6f3892,17904.450583163707,NGN,MERCH_2756070c,Service,Port Harcourt,Mobile_Money,2025-07-07 22:10:24.041307,Mobile,Wi-Fi,0.11662443608689066,Purchase,CUST_e4182fbe,Bank_Transfer_FirstBank
TXN_24c16a15,34766.733857338026,NGN,MERCH_acbba19d,Hospitality,Rural,Card,2025-07-20 22:10:24.041310,Web,3G,0.33947236880854736,Purchase,CUST_b63b7d85,Bank_Transfer_GTBank
TXN_bd6d9bb4,53896.59255877911,NGN,MERCH_c18c48e4,E-commerce,Kano,Card,2025-06-26 22:10:24.041312,POS,Wi-Fi,0.49353679101360926,Transfer,CUST_681b0a58,Bank_Transfer_GTBank
TXN_7e2b8779,49958.08986087431,NGN,MERCH_0409f0d1,Hospitality,Rural,Bank_Transfer,2025-07-15 22:10:24.041315,Mobile,3G,0.613446598634818,Transfer,CUST_203a39c0,Bank_Transfer_FirstBank
TXN_fff8fca5,48022.886559387174,NGN,MERCH_1103c899,E-commerce,Lagos,Card,2025-07-17 22:10:24.041318,Web,4G,0.6791641326308251,Refund,CUST_77859ba6,USSD_MTN
TXN_5cebc03f,38604.12942768705,NGN,MERCH_83ffd0d8,Service,Kano,Bank_Transfer,2025-06-27 22:10:24.041321,Web,4G,0.2915569484479964,Transfer,CUST_0832881f,Bank_Transfer_GTBank
TXN_699bf874,89183.8776887816,NGN,MERCH_a14de905,Hospitality,Port Harcourt,Card,2025-07-15 22:10:24.041324,POS,4G,0.6429688688259749,Refund,CUST_eed7b5e3,Card_Verve
TXN_52185316,19712.8010416769,NGN,MERCH_47e0040e,Retail,Lagos,Mobile_Money,2025-07-15 22:10:24.041327,POS,3G,0.0020630096903976325,Refund,CUST_8daddb51,Mobile_Money_OPay
TXN_69b57499,15602.943068534458,NGN,MERCH_b26d46ae,Service,Rural,Bank_Transfer,2025-07-05 22:10:24.041330,Mobile,Wi-Fi,0.7235162209281116,Purchase,CUST_b1b850d3,Card_Mastercard
TXN_47829889,70204.07265269618,NGN,MERCH_80f96839,E-commerce,Rural,Mobile_Money,2025-06-25 22:10:24.041333,POS,4G,0.3257713034677894,Purchase,CUST_a78e97b4,USSD_MTN
TXN_a83e59ed,19863.25827058264,NGN,MERCH_aa7e7800,Hospitality,Lagos,Bank_Transfer,2025-07-09 22:10:24.041336,Web,4G,0.3236616061160662,Purchase,CUST_cf3f5d8f,Card_Visa
TXN_313b4db4,32336.95952151287,NGN,MERCH_cbcd9772,Service,Lagos,Mobile_Money,2025-07-08 22:10:24.041339,Web,3G,0.9820455154961326,Refund,CUST_1681ede2,Mobile_Money_Paga
TXN_e079a585,69741.64577890317,NGN,MERCH_6b5ab99c,E-commerce,Lagos,Bank_Transfer,2025-07-20 22:10:24.041342,POS,4G,0.9382230490686005,Refund,CUST_3e4a9580,USSD_Airtel
TXN_9cc5ef5c,76279.03841921897,NGN,MERCH_f59ec862,Hospitality,Lagos,Card,2025-07-08 22:10:24.041345,POS,3G,0.06236644970379657,Purchase,CUST_cef2eec9,Card_Visa
TXN_614e021f,59411.22131681424,NGN,MERCH_536013f5,Service,Kano,Bank_Transfer,2025-07-11 22:10:24.041348,Web,Wi-Fi,0.46067099371597653,Transfer,CUST_c2a66c49,Mobile_Money_OPay
TXN_c87695ec,62588.290730934954,NGN,MERCH_eb6a931d,Retail,Abuja,Mobile_Money,2025-07-07 22:10:24.041351,Mobile,Wi-Fi,0.9716588275731171,Transfer,CUST_62d1fd95,Card_Visa
TXN_82e10ba5,62213.91884800675,NGN,MERCH_931f5e5b,Service,Abuja,Bank_Transfer,2025-07-07 22:10:24.041354,Mobile,Wi-Fi,0.8705641660836204,Transfer,CUST_bf82732d,USSD_Airtel
TXN_2b4023f8,91044.7160103306,NGN,MERCH_34c6560d,Service,Kano,USSD,2025-07-10 22:10:24.041357,Web,3G,0.6301026243570496,Purchase,CUST_233e1676,Mobile_Money_OPay
TXN_7009e503,97067.7477647519,NGN,MERCH_d5063713,Service,Kano,USSD,2025-07-01 22:10:24.041360,Mobile,3G,0.9058434933230319,Refund,CUST_62236b9d,USSD_MTN
TXN_43456a6a,76682.86452127704,NGN,MERCH_8a10e2df,E-commerce,Port Harcourt,Bank_Transfer,2025-07-12 22:10:24.041363,Web,4G,0.9165539467648589,Refund,CUST_4b089861,USSD_MTN
TXN_8cbf74f6,45647.93410372636,NGN,MERCH_97c500e9,Service,Port Harcourt,Card,2025-06-23 22:10:24.041365,POS,Wi-Fi,0.6801366889179477,Refund,CUST_405fefc4,Bank_Transfer_FirstBank
TXN_1b63e6df,68437.04632944833,NGN,MERCH_ae7a9b07,Service,Ibadan,Mobile_Money,2025-06-23 22:10:24.041368,Web,3G,0.3850458036937132,Transfer,CUST_d16693a0,Bank_Transfer_Zenith
TXN_36f314ec,98955.61287488774,NGN,MERCH_0df87862,Retail,Ibadan,USSD,2025-06-29 22:10:24.041371,Web,3G,0.33568994244833883,Transfer,CUST_79d4ee8e,Card_Visa
TXN_14f6fe42,73637.97855502935,NGN,MERCH_e2541248,Hospitality,Port Harcourt,Bank_Transfer,2025-07-21 22:10:24.041374,POS,3G,0.3990890061505875,Transfer,CUST_385bca99,Card_Visa
TXN_afe39671,92126.55078180693,NGN,MERCH_1fa6d5f0,E-commerce,Kano,Bank_Transfer,2025-07-22 22:10:24.041377,Web,3G,0.6363377944236409,Refund,CUST_d459172f,Bank_Transfer_FirstBank
TXN_7d69dbee,42594.64372425519,NGN,MERCH_49d99860,Retail,Kano,Bank_Transfer,2025-07-10 22:10:24.041380,Mobile,Wi-Fi,0.03962867657723568,Refund,CUST_3b8d840c,USSD_MTN
TXN_c5c8ac6c,74026.84481840715,NGN,MERCH_db36cb18,Retail,Abuja,Mobile_Money,2025-07-13 22:10:24.041383,Web,4G,0.38322990007277646,Refund,CUST_8bb6553e,Mobile_Money_Paga
TXN_f2ace837,13778.819683600188,NGN,MERCH_cf51f42b,Retail,Ibadan,Card,2025-07-11 22:10:24.041386,Web,Wi-Fi,0.6040888400876376,Purchase,CUST_e11c05e1,Card_Verve
TXN_b12a66f8,76178.78779202126,NGN,MERCH_05dc2594,Retail,Rural,Mobile_Money,2025-07-03 22:10:24.041389,POS,4G,0.3054287512896703,Refund,CUST_ae970851,Card_Mastercard
TXN_608d95ce,62431.25402700891,NGN,MERCH_cb2163c0,Hospitality,Lagos,Mobile_Money,2025-06-24 22:10:24.041392,POS,3G,0.6280183566156256,Purchase,CUST_3cce0b08,Card_Mastercard
TXN_5858ec43,89296.84855608702,NGN,MERCH_0c3b5abe,Service,Lagos,Mobile_Money,2025-07-21 22:10:24.041395,Web,Wi-Fi,0.2840833950622208,Purchase,CUST_adb8bab7,Bank_Transfer_Zenith
TXN_02ae6f90,22178.520011679215,NGN,MERCH_63ccb2dc,E-commerce,Lagos,Mobile_Money,2025-06-25 22:10:24.041398,Mobile,Wi-Fi,0.9593348447123615,Transfer,CUST_b3f2fe21,Bank_Transfer_Zenith
TXN_343f4fe6,26708.83770239375,NGN,MERCH_9629cc21,E-commerce,Lagos,Mobile_Money,2025-06-23 22:10:24.041400,Web,4G,0.4641334876242117,Refund,CUST_2e2bff33,Bank_Transfer_GTBank
TXN_009bbb7b,15029.756556410362,NGN,MERCH_35ad8889,Retail,Kano,Mobile_Money,2025-07-16 22:10:24.041403,Web,3G,0.2974049333376355,Purchase,CUST_e6cf7d41,Card_Visa
TXN_286faa1e,62871.89810464578,NGN,MERCH_d2f52cd2,Retail,Lagos,Bank_Transfer,2025-06-30 22:10:24.041406,Web,Wi-Fi,0.8762294801649543,Refund,CUST_1e570bb1,Card_Visa
TXN_8926de25,53981.81946903494,NGN,MERCH_ff4b2480,E-commerce,Rural,Card,2025-07-03 22:10:24.041409,POS,Wi-Fi,0.2053273653254063,Transfer,CUST_f24f4146,Bank_Transfer_GTBank
TXN_bfdd8835,45944.56657035115,NGN,MERCH_f0d21452,Retail,Kano,Bank_Transfer,2025-07-08 22:10:24.041412,Mobile,Wi-Fi,0.8560997210659288,Refund,CUST_8bbbdc9a,Bank_Transfer_GTBank
TXN_b62c7e1e,13141.158225711586,NGN,MERCH_bf417b11,Hospitality,Port Harcourt,Mobile_Money,2025-06-25 22:10:24.041425,Web,4G,0.8256630847896972,Purchase,CUST_6f3369ed,Card_Mastercard
TXN_ae4e8b2e,65984.43104028181,NGN,MERCH_761fb65a,Service,Lagos,Mobile_Money,2025-07-13 22:10:24.041428,Web,4G,0.3725605640523365,Purchase,CUST_1552399c,Bank_Transfer_Zenith
TXN_16cfe12d,53706.30209855322,NGN,MERCH_25cb30fe,Service,Port Harcourt,Bank_Transfer,2025-07-03 22:10:24.041431,Web,4G,0.395396244010609,Transfer,CUST_7d748043,Mobile_Money_Paga
TXN_2a421a5a,66711.53652979381,NGN,MERCH_35e3b67a,Hospitality,Rural,Bank_Transfer,2025-06-29 22:10:24.041434,POS,4G,0.20906142212435808,Purchase,CUST_79aee8c6,Bank_Transfer_Zenith
TXN_76378218,56964.8330970852,NGN,MERCH_aaf18204,Retail,Ibadan,Mobile_Money,2025-07-01 22:10:24.041438,POS,4G,0.22434114889160162,Refund,CUST_0a15b3e1,USSD_Airtel
TXN_1b3c02e5,43655.54112475808,NGN,MERCH_311ea03d,Service,Port Harcourt,Mobile_Money,2025-07-12 22:10:24.041441,Web,4G,0.9998897940609501,Transfer,CUST_276f9001,Mobile_Money_OPay
TXN_a6b8b23c,69940.94387974413,NGN,MERCH_e40d85d0,Retail,Port Harcourt,USSD,2025-07-14 22:10:24.041444,POS,4G,0.12204066177382544,Transfer,CUST_9185d930,USSD_Airtel
TXN_6e446481,49661.24895811076,NGN,MERCH_1b04f09c,Retail,Lagos,Card,2025-07-06 22:10:24.041446,Web,4G,0.33482938685481933,Transfer,CUST_c450a721,Bank_Transfer_GTBank
TXN_0d6428bd,11758.838286933025,NGN,MERCH_2a1698f2,Hospitality,Rural,Bank_Transfer,2025-07-20 22:10:24.041449,Mobile,3G,0.45138978371975425,Refund,CUST_123898f8,Bank_Transfer_GTBank
TXN_a9d8a2a5,36564.30249737207,NGN,MERCH_ff3b059c,Retail,Abuja,USSD,2025-07-16 22:10:24.041452,POS,3G,0.26359490541056096,Transfer,CUST_135953bc,USSD_Airtel
TXN_656771f1,44131.54783662213,NGN,MERCH_daacec10,Hospitality,Lagos,Card,2025-06-27 22:10:24.041455,Web,3G,0.5320495607917628,Transfer,CUST_2735b13c,USSD_Airtel
TXN_3f6f5973,13172.783151751702,NGN,MERCH_733b2242,Service,Lagos,Card,2025-07-11 22:10:24.041458,POS,4G,0.9001630879900131,Purchase,CUST_cdd09d9c,Card_Verve
TXN_c29c3499,66917.39883259016,NGN,MERCH_2f7bd62f,E-commerce,Port Harcourt,Card,2025-06-24 22:10:24.041461,POS,Wi-Fi,0.759523662073314,Purchase,CUST_0b75699a,USSD_Airtel
TXN_c38c2474,48492.51264430927,NGN,MERCH_1b772133,Service,Abuja,USSD,2025-07-07 22:10:24.041464,POS,4G,0.8473634530283204,Refund,CUST_da20e2bc,Card_Verve
TXN_21cc17d6,33650.524086799924,NGN,MERCH_46e45042,E-commerce,Kano,Mobile_Money,2025-07-04 22:10:24.041467,POS,Wi-Fi,0.6622226088529373,Purchase,CUST_719af4b3,USSD_Airtel
TXN_032aaf74,31069.78755221766,NGN,MERCH_0eea0667,Hospitality,Kano,Bank_Transfer,2025-07-16 22:10:24.041470,POS,3G,0.06289395586813273,Purchase,CUST_5e5069d8,Mobile_Money_Paga
TXN_ef7e9ba9,34805.046291566985,NGN,MERCH_7a37c197,Retail,Abuja,Card,2025-06-27 22:10:24.041472,Web,3G,0.9641517495632054,Refund,CUST_5332854d,Card_Visa
TXN_14471434,44863.27980682017,NGN,MERCH_b954b575,Retail,Port Harcourt,Bank_Transfer,2025-06-27 22:10:24.041475,Mobile,3G,0.7872065670928647,Refund,CUST_9c968eff,Mobile_Money_Paga
TXN_d8b4e1ff,98988.47074109799,NGN,MERCH_8e949de1,Service,Abuja,Card,2025-07-13 22:10:24.041478,Web,Wi-Fi,0.7680608291901063,Refund,CUST_844266c6,Mobile_Money_OPay
TXN_25017a81,39722.855045327924,NGN,MERCH_1b4a28f8,Retail,Rural,USSD,2025-06-24 22:10:24.041481,Web,3G,0.8804867260320828,Purchase,CUST_8d511eaa,Card_Visa
TXN_1d61f9f1,71333.36828161594,NGN,MERCH_d40f739a,Hospitality,Abuja,Card,2025-07-04 22:10:24.041484,Mobile,Wi-Fi,0.1466973481308298,Purchase,CUST_e1d02b27,Bank_Transfer_Zenith
TXN_3970b108,49313.549229239565,NGN,MERCH_89acd2ce,Hospitality,Kano,Mobile_Money,2025-06-27 22:10:24.041487,Web,Wi-Fi,0.7726771145926606,Purchase,CUST_80f69d7e,Bank_Transfer_GTBank
TXN_d3b1eb7a,29072.30542765498,NGN,MERCH_3910cd74,Hospitality,Rural,Card,2025-06-22 22:10:24.041490,Web,4G,0.9349873305701097,Purchase,CUST_28bb6e79,USSD_MTN
TXN_6f7360b1,42271.82049063628,NGN,MERCH_92f2f265,Service,Kano,USSD,2025-07-14 22:10:24.041493,Mobile,4G,0.06062753387447317,Transfer,CUST_994df4ab,Bank_Transfer_FirstBank
TXN_686b25b0,53785.70999269534,NGN,MERCH_84c8c6a6,Retail,Lagos,Bank_Transfer,2025-06-29 22:10:24.041496,Mobile,4G,0.9435501064938228,Transfer,CUST_2f0fb3b3,Card_Mastercard
